Inepicurable,18-Aug-16,Adelaide Australia,5,Great hotel great location great service,We had an overnight stay while waiting for our flight to London the next day. It was the perfect location connected to the airport so it was so easy to drop off our bags and head off to explore Singapore for the evening. The lift to the MRT is located in the airport just outside the hotel entrance which made...
Farsheen H,18-Aug-16,null,5,Good airport hotek,Hotel is literally attached to airport for great for those who just need an overnight stay in SingaporeService is good buffet breakfast varied and tasty deluxe room was gorgeous. The gym is well-equipped with towels and water and new equipment. The swimming pool is a beautiful feature and large so can do lengths although I didnt get time to...
Dnagerous,15-Aug-16,Singapore Singapore,5,One night stay,Stay over one night in the hotel. Room was big and spacious. Like the shower room in the room. Didnt manage to use the facilities despite paying a rate over $300. Will definitely try one more time there but staying more than a night next time.
iangdickinson,15-Aug-16,Auckland New Zealand,5,Outstanding location and facilities.,Fantastic proximity to airport welcoming staff superb amenities and well connected to city and attractions. Perfect for stopovers but worth a stay at any time. The views of the airport and runway are a bonus- the rooms are so quiet- you wouldnt know there was a huge airport runway next door!
Kathleen O,14-Aug-16,Perth,5,Perfect for a stopover,We did an overnight stopover en route to London. The hotel is an easy direct connect into Changi itself. The staff are friendly and highly competent. The rooms were very spacious and the bathrooms HUGE with an excellent array of toiletries. The bed was very comfortable. The restaurant was very nice for dinner and breakfast with a wide selection catering...
Shamlal,14-Aug-16,Auckland New Zealand,5,Great hotel with modern rooms!,Had one night stay while transiting at Changi. Check in was quick only one lady serving the customers at around 6pm which wasnt good I think. The smile was missing big time. But the good thing was the room which was in newly built and its something great this hotel offers its practical I had good sleep? I will still...
Rob J,13-Aug-16,null,4,5 star,Stayed here after a flight arriving in Singapore at midnight. Didnt have a reservation but they got us in. We were only staying for 7 hours as we had our connecting flight. Was told upon arrival it was SD$220. Taxes and service fee added on made it AUD$275. When checking credit card bill it was AUD$320. When the AUD and...
AdrianMcCormick,13-Aug-16,Karikari Peninsula New Zealand,4,Handy location,Great place to stay if you need to overnight in Singapore rooms are clean and well appointed great stay and only a couple of minutes away from airport departures. The lobby is the only let down its very dark and difficult to see where you are going and makes check in hard I thought they were having power outage as...
LoftusroadW12,12-Aug-16,London United Kingdom,4,Modern efficient...Singapore in a nutshell,Stayed a couple of days with work.My room was all very modern clean lines and what it lacked for in coziness it made up for in comfortable. The airport is right beside you and so planes coming/going all the time but its not too noisy.I ate at the Chinese restaurant there and that was very good. I would...
Walt A,12-Aug-16,null,5,Convenient and good value,I usually stay in central area when I visit Singapore. On this trip I was only going to pass through Singapore for one day.The Crown Plaza at the Changi airport was a positive experience compared to many airport hotels.An excellent option for a short visit to Singapore.
Yuki L,11-Aug-16,Singapore Singapore,4,Birthday Staycation,Had a wonderful and lovely stay together with the hub who he surprised me with a room full of surprises??. The whole room was big and it was quiet. We had our morning breakfast there too. Choices were great! Simply loving it ???
Elizabeth77002,10-Aug-16,Houston Texas,4,Functions as it should,Ive stayed here twice. Once when I had several hours before catching another flight. The other time I had a full day to spend in Singapore before my next flight. I thought one of my hotel rooms was much quieter than the other one. So be sure to ask the reception desk about that. The employees we encountered were helpful...
Mcfetties,10-Aug-16,Wellington New Zealand,3,Convenient and comfortable stopover,Good location being at the Changi airport terminal 3. Perfect for an early morning flight. Okay to stay for a night only while in transit. Youre at the airport so there is some plane noise but this is offset by the convenience of the location. Clean and tidy facilities.
Bkap11,09-Aug-16,London United Kingdom,5,Excellent hotel at the airport,We arrived at the airport for 5am and therefore required a hotel for around 6 hours. As this hotel is right at the airport with the ability to go inside the hotel through the airport it was very very convenient.The checkin was first rate extremely quick with good service. The hotel room was very large and washroom facilities were...
Celia_Stan,09-Aug-16,South Africa,5,Great stopover.,We stayed here for 2 nights on a recent stopover in Singapore and will definitely stay again. Even though the hotel was clearly busy check in was fast and friendly. The rooms are spacious and comfortable and breakfast was good.Very convenient as it is a short walk (inside the building) from where we exited arrivals.
madmum013,08-Aug-16,Singapore,5,Around the World CSR event at Crown Plaza Airport.,The only place in Singapore to run this wonderful event. Thank you team Crown Plaza for excellent support. It was a joy to work with all of you.Amazing how we turned your hotel function rooms into travel places for the kids. Indeed it was an impactful engaging and fun event for all of us....all 400 of us.We look...
Normalah A,07-Aug-16,Singapore,4,Runway view good for toddlers,We booked this hotel because our 3 year old loves the planes and as a staycation over the weekend.We got a room on the last floor overseeing the landing strip. Only cargo planes took off from the same strip but that is not frequent..When we arrived the checking in counter was fast but not welcoming.The room size...
CassieCat3,05-Aug-16,Bunbury Australia,5,Great airport hotel,Great airport hotel - convenient for our one night stopover in Singapore. Good sized rooms with lovely comfortable bed and surprisingly no noise from the busy Changi airport runways. Would definitely stay there again.
Karen H,05-Aug-16,Kailua-Kona Hawaii United States,3,BEWARE do not accept upgrade to new wing,We have stayed here 3 time now. We always complimented the design layout of the rooms. Upon arrival we were advised we had been upgraded from our premium king to a business room in the new wing.wow Sounded great. NOT! It is a minuscule room. I cant imagine what a normal room would be if this is upgraded. You can...
Danny W,05-Aug-16,Malaysia,5,One of the BEST choice in Singapore,Never on business trip I ever stay hotel airport but this hotel unlike any hotel in Singapore. Is so green modern and cozy at some spot and extremely friendly staff and smiles. It make you feel so warm and happy feels like resorts. Strongly recommended for traveller to stay in this hotel even though it is located 20km to the...
FilBee,05-Aug-16,Canberra Australia,4,Soon be heading back for our third stay,By far the most comfortable way to travel long haul (short of a first class cabin seat) is to stop over night at your transit destination a shower before bed a comfortable nights sleep a good breakfast and a shower before departure means that you arrive fresh and relaxed not tired and frazzled. And the most comfortable place in Singapore...
RHLLondon,05-Aug-16,London,5,Fantastic stippver,Wonderfully convenient and comfortable stop over. We stayed overnight travelling from Australia to Europe.Staff were friendly and efficient and checked us in no problem. The room is well appointed modern and clean with a fantastic deep bath perfect for easing those long-haul aches and pains.The highlight for me was the breakfast. Very fresh tasty food and a huge...
Olympic400,04-Aug-16,Reno Nevada,5,Convenient with outstanding service.,After an exhausting 5 hour overnight flight I was relieved to find that the Crowne Plaza is literally a short and connected walk from the airport. When I arrived a little early my room was not ready so I was offered to take breakfast at the hotel restaurant at no additional cost. The restaurant had a wide variety of breakfast...
intnltrvlr,03-Aug-16,Chicago Illinois,5,Crowne Plaza Singapore Airport,Although expensive this hotel is very nice and extremely convenient. The rooms are clean the staff is professional and efficient. The food selections are nice. This is a great place for a short stay between flights.
Tyraz,02-Aug-16,Singapore Singapore,5,2 thumbs up!,By far the best hotel I have ever been in Singapore.I love every single bit about the room. The room I stayed in were over looking the amazing runway of changi airport.The room is very cozy and I cant get enough of the comfortable bed and of course you will also be given a deep sleep spray (or...
Etienne D,02-Aug-16,null,5,Great stop if you can afford it,This hotel was paid by my employer during a long layover and it really has everything you need. Its accessible directly from the terminal so no need to take any transportation.If you can live with the price do not hesitate to go.
alex j,01-Aug-16,Swansea United Kingdom,5,Overnight stay,Stayed here for one night to break up the trip from Bali to London. Great location...easy to get to from the airport. Check in was no hassle staff were polite and offered help with luggage. Produced my rewards card and was given a voucher for two complimentary drinks. The room was spacious and bright with everything you would need. Nice...
GJgetaway,01-Aug-16,Croydon,5,Perfect Transit Stopover,This hotel delivers exactly what you reserve it for an excellent transit hotel.The access is direct from the baggage reclaim all be it a 100 yard walk or so.The check in was efficient and the room very very comfortable. The bathroom spacious and well lit the shower excellent. The bed super comfortable with luxurious bedding.Breakfast was really...
WalesNZ88,01-Aug-16,Auckland New Zealand,5,Top quality hotel,I was delighted with my accommodation at Changi Crowne Plaza. The room was spacious and appeared to have been soundproofed. All items in the room were of a high standard of quality.The hotel was well furnished and couldnt be closer to the arrivals and departures area. A 3 minute walk from the room to the check in desk.Will...
ralee21,31-Jul-16,Canberra,5,Overnight stay in luxury ...,Had an overnight stay transiting through Singapore... Crowne Plaza an excellent hotel at the airport with easy access via the transit system.Reception staff were excellent and had room service which was very tasty. Great buffet breakfast for less that $25 - great selection of Asian and European options ( even bacon!!).Room had excellent facilities great deep bath super...
Gary D,31-Jul-16,Busselton WA,5,Not just a Transit Hotel!!,With an early Singapore Air flight this was a logical choice on our last night. Situated in Terminal 3 it all makes for a quick check in etc. However this is our 3rd stay here and we are now considering whether to stay longer next time. Facilities are very good Executive Lounge is good staff there are very affable (Thanks...
drmdobson,30-Jul-16,Oxford United Kingdom,5,A luxury lie down mid flight,We fly regularly from uk to New Zealand and normally stop in Singapore for 6-8 hours in the excellent airside hotel - this time I forgot to book and it was full. The crowne plaza is only a few steps from the immigration desks (no queue this is Singapore!) and found us a very comfortable room at 10 am local...
Gtdane,30-Jul-16,Helsingoer Denmark,4,Good airport hotel.,Great location connected to Terminal 3 at Changi. I only had a short stay but everything seemed perfectly acceptable. The bed was extremely comfortable but the rest of the furniture left a lot to be desired. Excellent bathroom. Everything was fairly well maintained. Wifi speed was excellent and passed the Netflix test with flying colours.I was fortunate to be...
707Denis,29-Jul-16,Melbourne Australia,5,Great hotel for stopover,this a great Hotel to stay overnight on the way to UK from Australia as I prefer daylight flights to the UK it really helps to beat jet-lag and nothing beats a buffet Breakfast (included in the price of the room) before getting the flight to the UK and only a 5 min walk from passport controlyou can get a...
Jennifer C,29-Jul-16,Kingscliff Australia,5,10 hour layover,We just spent 10 hours at the Crown Changi. This hotel is within Changi Airport and in an excellent location. Check in was very fast and the kids loved the swimming pool. The room and bathroom were lovely and quiet....no complaints at all. We all managed to get a few hours sleep before our next flight. Money well spent! Would...
WynChil,28-Jul-16,Brisbane,5,Easy Comfortable Stopover hotel,Stayed overnight for a quick stopover between Singapore and Dubai. Excellent hotel with great facilities. Beautiful pool. Rooms very modern and well appointed. Easy connection from terminal 3 with direct access from the terminal or easy transfer from other terminals via the skytrain. Despite being at the airport it almost didnt feel like it with large trees surrounding the hotel....
NN289,28-Jul-16,Melbourne Australia,5,Quality Service,Stayed on the 23 June 2016 for 1 night. Service was outstanding. I was also upgraded to Club level. Pricey for that hotel. Room is very big and spacious. Expensive to take taxi to city due to hotel surcharge
60stravellers2014,28-Jul-16,Tauranga New Zealand,5,fab place to stop for a stopover,This is the fourth time we have stayed at the Crowne Plaza at Changi Airport Singapore- both going over & coming back from our holiday. They are top notch.Great welcome top facilities in the airport so have plenty of choices for meals. Not cheap but worth it for a good nights sleep going to/from on your travels. would certainly...
Haggis45,28-Jul-16,Adelaide Australia,4,Perfect for a stopover,We had a one night to break the journey between Oz and London and this hotel is by far the best choice with a 9am flight in the morning. Check in was smooth recognition of IHG membership and complimentary drink vouchers offered. The rooms are lovely clean and spacious.The rooms are accessed from an open walkway and outside our...
David S,27-Jul-16,Magenta Australia,5,Great room and great service for a stopover,The hotel excelled with the service. On arrival we were inadvertently shown into a room that had not been made up. Within 10 minutes we had been upgraded to a pool view room lots of apologies and a fruit basket. Then a call from management confirming free breakfast (usually S$40 each).Breakfast is awesome! Huge range of great food options....
pattywalker2016,27-Jul-16,Melbourne Australia,4,Comfy stay !,We spent one night at this place just for a sleep over. But it was really worth it. Rooms and bathrooms are king size. Very convenient location for everything. Foods were good.Overall is very good hotel.
Rune H,26-Jul-16,Trondheim Norway,5,A great airport hotel,My fiancée and I arrived with a very late flight at Changi airport and found the Crowne Plaza hotel to be a very convenient choce for getting to bed as soon as possible. From the arrival terminal the direction to the hotel is quite easy to find thanks to the sign posting and it is only a 5-10 minute walk...
Zahid U,26-Jul-16,Singapore Singapore,3,The Bed and Pillows are great for a nights rest. The rest of the aspect of the hotel will require some re focus.,Basically i used this room as more of a sleepover. Had a good sleep . Room Size is pretty big and spacious.The Bluetooth Audio was great Pairing was easy . Bath Tub was good and water pressure was excellent.My room has some defects which i have feedback to the hotel directly after my stay. I only noticed it after...
Rachit V,26-Jul-16,null,4,Beautiful Sunrise with View of A380 and the runway..a must for aviation enthusiasts,Stayed there for 5 nights on a business trip. very convenient and surprisingly quiet despite proximity to runway. large rooms and bathroom. what i loved was the housekeeping who notices your habits and patterns and replenishes accordingly. Food choices are limited but being at the airport gives you many options. overall a very good hotel and courteous staff
Travelling_Nads,26-Jul-16,Alice Springs Australia,4,Great Location,Stayed overnight and was very impressed. Clean room easy to get to and surprisingly quiet! Would definitely recommend if youre just staying overnight.... Pool area looked great too. Check in was quick and staff were friendly which was appreciated especially when arriving at 2am :)
lainielynch,26-Jul-16,null,4,Lovely hotel,We stayed for one night to breakup a sydney to london flight.Great room comfi bed and complimentsry water.I booked a smoking room and assum ed d it would be a balcony unfortunately it wss in rokm smoking snd the windows didnt open the stale smoke smell was noticeable on entering the room.Staff were friendly and sz swim...
Birdiebeach,26-Jul-16,Burlington Canada,4,Quick stop before an early flight,I had the pleasure of staying here for one night and enjoyed all the hotel had to offer.Hotel pool is fantastic - certainly the best airport hotel one I have seen. Going for a quick dip or floating for a few hours can be easily done.Walked into terminal 3 for a quick bite to eat for heading to...
elsbethcat,25-Jul-16,Manila Philippines,4,Quiet and close,Attached to Terminal 3 this hotel is easy to get to from the airport. My room was blessedly quiet clean and well provisioned.Check in was fast and efficient. Check out ok.The only odd aspect was the limits on room service. The all day menu isnt quite all day so youll have to conform to Singapore meal times.The...
Janzen K,25-Jul-16,Al Ain United Arab Emirates,1,Overnight stay ,My family and I arrived to check in just after midnight. The lady that checked us in was not very welcoming at first ignoring me when I stood at the counter before she acknowledged me. We checked in slept and woke the next morning to go and eat breakfast. The woman that was at that front desk was not very...
passportreadyatl,25-Jul-16,Atlanta Georgia,4,Quick stopover ,My family and I stayed at this hotel on our way back from Bali. We had a 5:30 am flight to Tokyo and then final trip to Atlanta. The convenience was great because we could get off the plane and be right there either by tram or you could walk. The pool looked nice but when we arrived it was...
sgsydney,25-Jul-16,Sydney,4,Great for plane spotting,We booked this hotel for an overnight transit at Changi. Check-in took a while despite having provided all the passport details beforehand but the room was bright clean and had all amenities. Overlooking the runway was fantastic and we had a view of the planes taking off and landing. The curtains were excellent and didnt let in a peep of...
Whoopie89,24-Jul-16,Paris France,4,Very nice airport hotel with a lovely pool,To be honest: I guess I would never stayed here - in an airport hotel - if I wouldnt have arrived with a very early morning flight and if I wouldnt have business meetings a bit later that morning at Changi airport. But I was very positively surprised! For an airport hotel the Crowne Plaza Changi Airport is really extremely...
Stephen A,22-Jul-16,Sydney Australia,3,Slipping service,As a family we have been a regular since 2006 but this time we were a little bit disappointed. Rooms (x2) not ready at 3pm! And a bit of a lame reception response on why....small touches were not up to scratch like tissues not filled (I know very minor point but illustrates not perfect). I am sure a problem with...
EnlightenedSoul,22-Jul-16,null,4,Good even when not transiting,Have stayed here a few times now even when I am not transiting. We have even held conferences here! The hotel is convinent to fly in fly out or take a MRT to the city. The rooms are spacious modern and make intelligent use of natural light. I dont mind the open corridors since it gives freshness and is a...
AlisonHu,22-Jul-16,null,3,Great location by airport but dated and dark,We stayed in the crowne plaza next to changi airport for convenience after a long flight and it fulfilled that requirementYou can walk very quickly from arrivals into the hotel lobby and they were very helpful letting us into the room at 9amHowever it is very BROWN the decor dark and quite 1970sRooms were ok BBC news...
Carmela D,21-Jul-16,Rosebud Australia,5,You have to stay here!,My daughter and I stayed here and it was amazing. The rooms are clean and the staff are excellent. It is close to the airport and you can catch a sky train into the city centre. I had a meal in the restaurant by myself and felt safe. Excellent stay.
Ron B,20-Jul-16,London United Kingdom,5,Excellent stopover,Could not be closer to arriving passengers on Singapore Airlines long haul out of Arrivals and fall into the hotel lovely rooms very good food and service an airport view room is a bonus. Very good sound proofing.
Tamara T,20-Jul-16,Adelaide South Australia Australia,5,Fantastic hotel for a stop over,My husband and I stayed at this hotel for one night on the way to the Maldives. A lovely clean and comfortable hotel as well as being a short cab ride to marina bay. Cannot recommend highly enough!! The staff are lovely and the cost for accommodation is of great value. We would definitely consider staying here again on our...
dsut4392,20-Jul-16,Hobart Australia,4,Great place if you are arriving late at night and cant be bothered heading into town.,Our second stay at this hotel the convenience cant be beat if you only have a short layover and are arriving late at night. Checkin could have been smoother they didnt have our request for a baby cot and while they said they would find one after half an hour in the room they rang to tell us there were...
LTSydney,19-Jul-16,Sydney,5,Very convenient,Its clean modern spacious and very close to arrivals/departures in Terminal 3. The staff were extremely helpful and friendly. We were there for less than 10 hours so didnt utilise the gym or pool. We chose to eat in the food court at the airport (basement 2 level) which as fantastic and really good value. There is also a supermarket...
davidbViennaVA,19-Jul-16,Washington DC District of Columbia,5,Great airport hotel,Very pleasantly surprised with how much I liked this hotel. Decided to stay at airport my final night in Singapore since I had an early morning flight. Room was large comfy clean and there was great Wifi. The hotel had a nice bar on the 2nd level and there was a pool table. Check in and out was swiftly and...
cch121431,18-Jul-16,Sydney Australia,4,Pleasant hotel convenient for layover,Had a 10 hour layover in Singapore. This hotel is landside just next to Terminal 3. Modern style. Rooms are spacious. Bathroom was a little worn shower door banging when closing probably a worn hinge. Sliding bathroom door didnt completely close. Noise level was low so had a good sleep. Check-in was a bit messy due to the room not...
HobartianExplorers,17-Jul-16,Tasmania,4,Good stopover hotel with great pool,Stayed at this hotel twice easy access as joined to airport terminal . Room had good air conditioning nice size room and bathroom with bath and shower room safe wall to ceiling windowswalkways are not enclosed so it can be hot if you room is a long way from lift. Breakfast was good western and asian cuisine children are welcomed...
JakartaRaiders,17-Jul-16,Jakarta,5,Very nice Hotel with quiet surrounding,My first time staying in this Hotel and Im very please to stay at this hotel. Very convenience and close to the hotel from the Airport. Easy access to the Hotel.Excellent service by tha hotel staff. Nice and quiet room.The entire hotel staff were . friendly and excellent.The food were great
Val S,16-Jul-16,null,5,Wow,We stayed at Crowne Plaza for 3 nights and have to say we could not fault anything at all. We arrived from Dubai and found it very easy to find the hotel in terminal 3. Check in was very quick & easy. When we entered our room we were just blown away. That was a Wow moment for us. Our...
GenNZ,16-Jul-16,Auckland New Zealand,5,Great stopover,We stayed at the Crowne Plaza to break up the long journey from New Zealand to the UK and I cant recommend it enough! Great comfortable beds very quiet & dark rooms huge pool easy transport links to the city. We stayed 2 nights in a suite on the way over and got a day room (standard king size room)...
GailandGreg,16-Jul-16,Melbourne Australia,5,For the Aeroplane nut,If planes are your thing this is the place to be. We had two rooms on the 7th floor overlooking the runway. Planes coming in 24/7 fantastic. The rooms are modern spacious and clean. The bathroom is fantastic. Beds and pillows are so comfy. Even though we were next to the runway we still had a peaceful sleep. Large outdoors...
Targo13,16-Jul-16,Odessa Ukraine,5,Transit,Crowne plaza AeroportIf you need to stay here for a short rest or you need to sleep before next flight or you dont like to get up early for flight - this place is certainly for you! Situated exactly at the Aeroport area very calm spacious even luxury designed hotel! Super bathroom and comfortable bed! Early check-in is available!...
fionawinkler,15-Jul-16,Adelaide Australia,3,Expensive short stay for flight departure,Save some extra money as you will need it. Drink alcoholic average $20 au+ our room decor beautiful view on construction site noise next door very loud no bar service at pool area  best to book outside hotel near airport
skip15000,15-Jul-16,Orlando Florida,4,Best for early flights,The Crowne Plaza is right at Terminal 3 easy to access the airport if you have one of those dawn flights. The hotel is very nice comfortable well-appointed. The shower is great and there is also a tub. Bed was very comfortable. BUT all rooms are accessed OUTSIDE in long hallways so be prepared to step out of your air...
iamjohnny,15-Jul-16,Singapore,3,Lots could be improved at this hotel,Have a look at a picture I share here. Black tapes on the glass wall of the bathroom? The swimming pool area was unattended. The reception area too dim of lighting. The room service food looked dull though they quite decent. Besides this is a transit hotel why dont they serve food to cater to the travellers staying at the...
Globetrekers,15-Jul-16,Atlanta Georgia,3,A Bad Start to our Stay,Arrived around 630am after an overnight flight from India. Surprised to see a line at the counter. We walked up to the IHG member line and without asking us a word we told to get in the long line. My wife then spoke up and said we were Spire. The front desk guy then apologized and said he would help...
ochassot,14-Jul-16,Santa Ana Costa Rica,5,The best option at Changi Airport,Perfectly well located at Changi Airport a few minutes walk from any of the three terminals Crowne Plaza offers large beautiful and very functional rooms. Some have great views on the runway. There is a nice breakfast buffet that opens at 6 am.
Jill A,14-Jul-16,Bali Indonesia,5,Great location for travellers.,Conveniently located easy to find even at midnight after a flight. Lovely room great breakfast nicest hotel pool I have seen for a long while. I chose to stay here instead of taking connecting flights and rushing or having long waits in the airport. It was worth it!
MCoia,13-Jul-16,Melbourne Australia,5,Excellent airport hotel,Our short stay at the Crowne Plaza Hotel was perfect.The room was quiet and very clean.We stayed here for a stop over in September 2015 and had a great time. The hotel itself is good the gym facilities excellent!Our room was a little small but very clean.Pros:- Excellent staff (all extremely friendly and helpful).-...
Easterbeilbs,12-Jul-16,Adelaide Australia,5,Fantastic Pool,Easy location for an overnight stop or early flight.The swimming pool is stunning and the room was very clean spacious and quiet.The hotel does have food offerings and there are plenty of cheap eats in the airport and even a supermarket.
cameron s,11-Jul-16,null,5,Great for late flights ,This hotel is great for late night/ early morning slots. Rooms have a very homely feel and much better option than town if you have a 12-18 hour stopover. Also better than transit based on their 6 hour timeslot prices. Timed walk from room through tunnel and through immigration at terminal 2 (already had boarding passes) was twelve minutes. Well...
SydneyGal37,11-Jul-16,null,5,Fab luxury stopover!,In the interests of avoiding jet lag (I know who were we kidding) we stopped for a night enroute to Sydney at the Changi Airport Crowne hotel. I generally avoid airport hotels as Id rather get into the city itself but when youre desperate for sleep a great pool and room service thats just a short stroll from the airport...
Kevin S,10-Jul-16,null,4,One night is enough,Stayed here for 1 night after a late flight into singapore.For IHG Platinum ambassador they do not treat us very well. not much in the form of room upgrades and their checkout timing is stingy.The rooms are spacious and very comfy i enjoyed the bathtubThe pool is also very good and prestige
WilliamBiol,10-Jul-16,Kingston Canada,5,If heading out early a good hotel to stay in!,A very nice hotel that is right in terminal 3 so no need to get a bus or other transportation if leaving from this terminal. Appreciated as we had a lot of luggage. The room was large king size bed very comfortable. The swimming pool is landscaped which creates a maze area in the central region but still has lots...
Tina C,09-Jul-16,adelaide,5,Stopover,We enjoyed a night at the Crowne Plaza Changi as part of our trip.We were delighted by the tranquility being so close to the airport.Our room was spacious with a huge bed shower and bath mini bar and wifi.We also enjoyed a cocktail or two lounge before retiring. Ambience was great.Pool was invitingStaff very friendly....
Leen316,09-Jul-16,null,5,Runway view. Nuff said!,Ask for a room at the higher floors and with a runway view! Before the hotel starts charging a premium for rooms with the view - was informed by the concierge that they plan to do so once the new extension is completed. Room is also more spacious than those at other hotels in Singapore AND comes with a tub!
zzzerman,09-Jul-16,null,5,Excellent stay next to airport,Stayed one night in this quality airport hotel. This hotel is perfect if you want to stay only a night in Singapore. Staff is very friendly and rooms are quiet and cosy. My room rate included breakfast that was delicious including good variety of normal (omelettes sausages bacon etc) as well as local cuisine.If you have a longer layover...
Lei A,09-Jul-16,null,1,Unfair SERVICE!!!,We booked 2 rooms with Booking.com and paid for the same price. 1 room has 2 adults while the other has 2 kids and 1 adult. Package came with free breakfast. Just find it odd that they are giving 1 breakfast for the 1 adult on the other room. I understand that they have 3 people in the room giving...
H L,08-Jul-16,Melbourne Australia,5,Excellent Airport Hotel and Service,We were checked in by Mustafa who was friendly helpful and provided us with all the details of our stay including lounge access breakfast opening hours location of our room and other services. We were also given separate Room No. and hotel ID cards for security for our 3 day stay.(I observed all the Reception Staff- 4 others working...
Chantel F,08-Jul-16,null,5,Immaculate rooms,Friendly helpful & accommodating staff. Staff was very helpful even at 1am in the morning there was housekeeping available to assist with making up a sofa bed. Room was immaculate with special touches like room spray apples & coffee machine that we loved. The breakfast covered Eastern & Western & was delicious.
Janey J,06-Jul-16,Melbourne Australia,5,Relaxing place between flights,We loved this hotel which provided a welcome break during a long-haul flight from Europe. The breakfast was excellentlots of choice and the room was quiet and spacious. Lovely big bathroom and very comfortable bed.
boston0007,06-Jul-16,Perth Australia,5,Luxury At An Airport Hotel,One can see why this hotel gains accolades as the best airport hotel in the world. It just so happens to be attached to Changi clearly the most outstanding airport in the world.Quite often airport hotels can be a little impersonal as usually the majority of stays are for 1 night but not the Crowne Plaza. Apart from being...
usand3crazykids,05-Jul-16,null,5,Great for transit stop!!,This hotel was conveniently located for our 9hr transit stop in Singapore. We stayed with our 3 kids to sleep between flights the beds were comfy. We didnt use any of the dining options or any other facilities. The staff were friendly and efficient.
p4165551234,05-Jul-16,Hong Kong China,4,A 3 day business trip to Singapore,Hotel lobby was a bit dim check in was quite efficient despite a few was lining up by the time I got there. Staff was friendly.I had the King bed deluxe room facing the runway. Size was good room was bright and clean everything neatly placed. TV size is a bit small considering the distance from the bed.Buffet...
David K,04-Jul-16,Lyme New Hampshire,3,Convenient (in-terminal) hotel but poor service,We spent one night at this hotel while in transit from Cambodia to the US. It is conveniently located in Terminal 3 outside security and customs and right above a shopping mall. The rooms are clean and comfortable but seem cheap (laminated fake-wood furnishings). The airport noise was not an issue. The rooms all open to the outdoor air (hot...
Sam J,03-Jul-16,Melbourne Australia,4,Close and convenient,Ideal location for that 7 hour lay over. Clean and well appointed rooms. Quick and efficient check in and out. Room error corrected quickly. Situated within a moments walk of the connecting trains between terminals.
moeline,03-Jul-16,Christchurch New Zealand,5,A cut above usual airport hotels,14 hour stay arriving and leaving from terminal 3.Couldnt have asked for more -well signposted super close to terminal speedy check in and check out room was great (glass box bathroom was fine for a couple)Deluxe room was well designed stylishly furnished (Herman Miller chair!) and very comfortable. Lovely amenities including toothbrush.Minimal plane noise.
laurislaue,02-Jul-16,greeley co.,3,Nice place to stay and very convenient but poor value,We stayed here just overnight before our flight back to Denver through Tokyo. Very convenient location. Very nice people. Very poor value. I asked for a reasonable rate after finding one online at the last minute. I paid 482 USD for two rooms. The other rate was 275 total. I got the nicest screw you email from the manager. He...
Grant G,01-Jul-16,Leesburg Florida,2,Great view of the toilet from the bedroom!!!! AWFUL ,Why would anyone design a bathroom with windows to the bedroom so when your sitting on the toilet zero privacy!!! Oh ya you can close the shade but why??? Just plain stupid design. BTY all noises made in the bathroom are fully transmitted to the bedroom!! Not even a proper bathroom door a sliding plate glass that doesnt seal. I...
Partington1,30-Jun-16,Brisbane Australia,4,If you need to be close to Changi airport this is the place to be.,Overnighted at Crowne Plaza Changi Airport with family. Great place to stay with easy underground access between terminal 2 and 3Hotel staff were fantastic.Swimming pool for the children is a great benefit after travelling long distances.Hotel bar and restaurant are really good. Nice Club lounge and gym available.Twin room was very spacious for 2 adults and...
Mike R,29-Jun-16,Bridgewater New Jersey,5,GREAT STAY...THANK YOU CROWN PLAZA!,Our flight arrived early (7 AM) so we went to the front desk and asked for early check in expecting to pay more.....instead they accommodated us in a short time at no extra charge. The room was wonderful the service impeccable and the staff was perfect.The only thing I may do if I return is pass on the breakfast...
Nomad R,29-Jun-16,Switzerland,5,Excellent overnight stay but breakfast buffet was horrible!,My overnight stay was fantastic! It was my 2nd stay since many years ago. Rooms are super clean lots of fluffy towels and spacious modern rooms. Bed is very comfortable as are the sheets.So........... I specifically booked my night with the breakfast buffet because I still remembered it during my first stay--- hot delicious fresh dishes-- Asian and Western....
HPLK,28-Jun-16,London United Kingdom,4,Wonderfully easy transfer,We have traveled London to Sydney via Singapore with two small children on several occasions and Crowne Plaza Changi is our favourite part of the journey. For an exhausted family being able to walk through customs then straight to the hotel reception is bliss. On our last London to Sydney trip we arrived in time to use the wonderful swimming...
Bigjim8282,28-Jun-16,Singapore Singapore,3,Typical Singapore B/S,Ive stayed here 3 times in the past month on transit to various parts of the world . It is always a hassle . Check in takes soooooooo Long and check out is also a Joke . The staff are like robots and it is crazy expensive for a 12 hr stay - The rooms are ok but are in...
Carola T,27-Jun-16,null,5,One night stopover to break flight to Italt,Excellent choice for our needs straight from customs to our room great facilities very comfortable bed slept like babies and walked straight to check in feeling very refreshed. Did not use any of the hotel facilities. Considering it was at the airport there was no plane noise at all and the air con was a great relief from the heat.
Nigletti,26-Jun-16,Melbourne Australia,5,one night stand!,excellent location a short sky bridge away from the international terminal.great room accommodating to our request for adjoining rooms.Dinner at Chinese restaurant next to reception watch out for being charged for nibbles they put on table without asking. Food was excellent & large serves we ate to much!
